RECEIVING_LOCATION,FULFILLING_LOCATION,VOLUME_WEIGHT_BUCKET,PACKAGE_PRODUCT_VOLUME_BUCKET,FACE_PANEL_BUCKET,TV_TYPE,TV_BRAND,TV_SIZE,WG_BG,Writeoff_Percent_Qty
Indis,Indis,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Brampton,NB,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,b 30-39,B,0.0069
Indis,QC,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,LG,c 40-44,B,0
Langley,Ingram,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0
KNN,AB,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,LG,d 45-49,W,0
Langley,BC,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,f >=57,W,0.0103
Indis,NS,b 2000-4000,i 3.0-4.0,h 1.12-1.14,LED,CHINA,a <30,B,0.0242
KNN,AB,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,B,0.0069
KNN,SK,g 12000-14000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.0242
Indis,NS,d 6000-8000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,c 40-44,B,0
Langley,BC,c 4000-6000,e 0.8-1.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.0035
Brampton,NL,f 10000-12000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0592
Brampton,ON,g 12000-14000,b 0.5-0.6,d 1.04-1.06,4K,LG,e 50-56,W,0.0035
Indis,QC,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0105
Langley,BC,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,f >=57,W,0.007
Indis,QC,g 12000-14000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
KNN,AB,g 12000-14000,e 0.8-1.0,c 1.02-1.04,LED,VIZIO,f >=57,W,0.0702
KNN,AB,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.0105
Langley,Ingram,f 10000-12000,f 1.0-1.5,h 1.12-1.14,LED,SAMSUNG,a <30,B,0.0035
Brampton,Ingram,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,b 30-39,B,0.0071
Brampton,Ingram,d 6000-8000,f 1.0-1.5,f 1.08-1.10,LED,VIZIO,a <30,B,0.0177
Brampton,MB,f 10000-12000,f 1.0-1.5,h 1.12-1.14,LED,SAMSUNG,a <30,B,0.0071
Brampton,MB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0319
Langley,BC,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,LG,d 45-49,B,0.0142
Indis,NS,f 10000-12000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0.0036
Indis,QC,e 8000-10000,f 1.0-1.5,b 1-1.02,LED,SONY,e 50-56,B,0.0072
Langley,BC,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0179
Brampton,Brampton,h 14000-16000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Brampton,ON,f 10000-12000,e 0.8-1.0,g 1.10-1.12,PLASMA,LG,e 50-56,W,0.0072
KNN,AB,e 8000-10000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,a <30,B,0.0036
Brampton,NL,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,b 30-39,B,0.0036
Langley,BC,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,d 45-49,W,0.0217
KNN,AB,j >18000,c 0.6-0.7,f 1.08-1.10,LED,SAMSUNG,d 45-49,W,0
Indis,QC,i 16000-18000,c 0.6-0.7,g 1.10-1.12,LED,SAMSUNG,d 45-49,W,0.0219
Brampton,NB,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0183
Brampton,NL,f 10000-12000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,b 30-39,B,0.0147
KNN,AB,g 12000-14000,g 1.5-2.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0
Langley,BC,d 6000-8000,g 1.5-2.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.011
KNN,AB,h 14000-16000,d 0.7-0.8,g 1.10-1.12,LED,SAMSUNG,f >=57,W,0
Brampton,MB,d 6000-8000,e 0.8-1.0,g 1.10-1.12,OTHER,CHINA,a <30,B,0.0554
Indis,QC,h 14000-16000,f 1.0-1.5,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0037
Brampton,ON,b 2000-4000,h 2.0-3.0,c 1.02-1.04,LED,CHINA,f >=57,W,0.037
KNN,AB,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0.0556
Brampton,Ingram,g 12000-14000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,a <30,B,0
KNN,SK,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0186
Langley,BC,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.0037
Brampton,MB,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.0149
Brampton,ON,h 14000-16000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Indis,QC,e 8000-10000,d 0.7-0.8,d 1.04-1.06,LED,LG,d 45-49,B,0.0225
Langley,BC,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,e 50-56,B,0.015
Indis,QC,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,e 50-56,B,0.0302
Brampton,MB,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0076
Brampton,ON,i 16000-18000,d 0.7-0.8,d 1.04-1.06,4K,SAMSUNG,d 45-49,B,0.0076
Brampton,Ingram,g 12000-14000,g 1.5-2.0,e 1.06-1.08,LED,LG,c 40-44,B,0.0115
KNN,AB,i 16000-18000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.0115
Langley,Ingram,f 10000-12000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0536
Brampton,ON,f 10000-12000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0.0039
KNN,AB,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,SONY,b 30-39,B,0.0077
Langley,Ingram,g 12000-14000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0
Brampton,ON,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SONY,f >=57,W,0.0039
Brampton,Brampton,h 14000-16000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Indis,QC,i 16000-18000,d 0.7-0.8,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0078
KNN,AB,j >18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0.0233
Langley,BC,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,d 45-49,B,0.0078
Langley,Ingram,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,SAMSUNG,b 30-39,B,0
Brampton,ON,g 12000-14000,d 0.7-0.8,a <1,4K,LG,f >=57,W,0.0276
Brampton,ON,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,SONY,f >=57,W,0.0119
Langley,BC,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,f >=57,W,0.0198
Langley,BC,f 10000-12000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0.0079
Indis,QC,e 8000-10000,f 1.0-1.5,g 1.10-1.12,LED,LG,a <30,B,0.004
Langley,BC,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,LG,c 40-44,B,0.012
Indis,QC,f 10000-12000,e 0.8-1.0,c 1.02-1.04,4K,LG,f >=57,W,0.008
Langley,BC,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Brampton,MB,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,e 50-56,B,0.008
Indis,QC,f 10000-12000,d 0.7-0.8,d 1.04-1.06,4K,SONY,e 50-56,W,0
Langley,BC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,d 45-49,B,0.0201
Brampton,Brampton,h 14000-16000,d 0.7-0.8,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
Brampton,Ingram,b 2000-4000,i 3.0-4.0,h 1.12-1.14,LED,CHINA,a <30,B,0.0323
Brampton,MB,a <2000,f 1.0-1.5,e 1.06-1.08,LED,LG,b 30-39,B,0.004
Brampton,ON,b 2000-4000,i 3.0-4.0,e 1.06-1.08,LED,CHINA,a <30,B,0.0242
KNN,AB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0
KNN,AB,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0161
Brampton,Ingram,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.004
Brampton,MB,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,LG,b 30-39,B,0
KNN,AB,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,SONY,b 30-39,B,0.0041
Langley,BC,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0041
Langley,BC,i 16000-18000,c 0.6-0.7,g 1.10-1.12,LED,SAMSUNG,d 45-49,W,0.0041
Indis,NS,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0123
Langley,Ingram,c 4000-6000,h 2.0-3.0,f 1.08-1.10,LED,CHINA,b 30-39,B,0.0041
Brampton,ON,i 16000-18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,f >=57,W,0.0083
KNN,AB,h 14000-16000,e 0.8-1.0,e 1.06-1.08,LED,CHINA,d 45-49,W,0.0165
KNN,MB,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0041
Langley,Ingram,j >18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.0083
Brampton,Ingram,f 10000-12000,e 0.8-1.0,f 1.08-1.10,PLASMA,LG,e 50-56,B,0
Brampton,MB,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,c 40-44,B,0
Indis,NS,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0125
Brampton,Ingram,h 14000-16000,c 0.6-0.7,e 1.06-1.08,LED,LG,c 40-44,B,0
Brampton,NB,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,b 30-39,B,0
Indis,QC,i 16000-18000,e 0.8-1.0,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.0126
Langley,Ingram,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,SONY,d 45-49,B,0.0042
Brampton,NB,b 2000-4000,i 3.0-4.0,c 1.02-1.04,LED,LG,e 50-56,W,0.0042
Brampton,MB,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,b 30-39,B,0.0084
KNN,AB,f 10000-12000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
Indis,NS,c 4000-6000,j >4.0,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.0085
Indis,QC,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0169
KNN,AB,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0085
Indis,QC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,B,0.0596
KNN,AB,j >18000,b 0.5-0.6,d 1.04-1.06,LED,SAMSUNG,d 45-49,B,0.0213
Brampton,Ingram,b 2000-4000,h 2.0-3.0,d 1.04-1.06,LED,SONY,c 40-44,B,0
Brampton,ON,d 6000-8000,j >4.0,a <1,4K,SONY,d 45-49,B,0.0043
KNN,AB,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.0258
Langley,Ingram,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0043
KNN,AB,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,LG,c 40-44,B,0.0043
KNN,SK,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0.0388
Indis,QC,h 14000-16000,c 0.6-0.7,e 1.06-1.08,4K,SAMSUNG,e 50-56,W,0.0173
Langley,BC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0
Brampton,Ingram,b 2000-4000,h 2.0-3.0,e 1.06-1.08,OTHER,CHINA,a <30,B,0.0261
Brampton,NB,d 6000-8000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0043
Brampton,ON,c 4000-6000,g 1.5-2.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,B,0.0043
Brampton,ON,j >18000,c 0.6-0.7,d 1.04-1.06,4K,SAMSUNG,f >=57,W,0
Indis,Indis,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0.0175
Indis,QC,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0044
KNN,AB,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0044
Langley,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,c 40-44,B,0.0087
KNN,SK,f 10000-12000,f 1.0-1.5,h 1.12-1.14,LED,SAMSUNG,a <30,B,0.0088
Brampton,PE,f 10000-12000,d 0.7-0.8,c 1.02-1.04,LED,CHINA,c 40-44,B,0.0221
KNN,AB,b 2000-4000,j >4.0,c 1.02-1.04,LED,SONY,f >=57,W,0.0088
KNN,AB,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0.0044
KNN,AB,d 6000-8000,g 1.5-2.0,e 1.06-1.08,LED,SONY,c 40-44,B,0
Brampton,NB,f 10000-12000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.0625
Brampton,Brampton,f 10000-12000,e 0.8-1.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
Brampton,Brampton,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SONY,f >=57,W,0
Indis,QC,c 4000-6000,h 2.0-3.0,c 1.02-1.04,LED,SONY,e 50-56,W,0
KNN,AB,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0045
Brampton,MB,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0045
KNN,AB,c 4000-6000,f 1.0-1.5,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0.018
Langley,BC,f 10000-12000,d 0.7-0.8,d 1.04-1.06,4K,SONY,e 50-56,W,0.0135
Langley,BC,i 16000-18000,b 0.5-0.6,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0.0045
Brampton,MB,b 2000-4000,i 3.0-4.0,h 1.12-1.14,LED,CHINA,a <30,B,0.0226
Brampton,NL,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,c 40-44,B,0.0317
Indis,QC,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LED,SONY,d 45-49,B,0.0226
Indis,QC,e 8000-10000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,a <30,B,0.0271
Brampton,ON,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.1
Brampton,Brampton,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Indis,QC,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,LG,d 45-49,B,0.0092
Indis,QC,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.0461
Langley,Ingram,b 2000-4000,i 3.0-4.0,e 1.06-1.08,LED,CHINA,a <30,B,0.0184
Brampton,MB,f 10000-12000,f 1.0-1.5,h 1.12-1.14,PLASMA,SAMSUNG,c 40-44,B,0
Brampton,ON,g 12000-14000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,W,0.1028
Indis,NS,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,LG,b 30-39,B,0
KNN,AB,j >18000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,f >=57,W,0
Langley,BC,d 6000-8000,e 0.8-1.0,f 1.08-1.10,LED,CHINA,a <30,B,0.028
Brampton,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.0047
Brampton,ON,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,e 50-56,W,0.0047
KNN,AB,f 10000-12000,d 0.7-0.8,d 1.04-1.06,LED,SONY,f >=57,W,0.0141
Langley,Ingram,d 6000-8000,g 1.5-2.0,e 1.06-1.08,LED,SONY,c 40-44,B,0.0047
Langley,Ingram,f 10000-12000,f 1.0-1.5,h 1.12-1.14,PLASMA,SAMSUNG,c 40-44,B,0.0094
Brampton,MB,h 14000-16000,d 0.7-0.8,c 1.02-1.04,LED,VIZIO,e 50-56,B,0.0189
Indis,NS,h 14000-16000,d 0.7-0.8,c 1.02-1.04,LED,VIZIO,e 50-56,B,0.0236
KNN,AB,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0566
KNN,AB,i 16000-18000,d 0.7-0.8,c 1.02-1.04,LED,SAMSUNG,f >=57,W,0
Brampton,Brampton,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SONY,f >=57,W,0.0237
Brampton,MB,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,LG,b 30-39,B,0
KNN,AB,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,LG,c 40-44,B,0.0142
KNN,SK,g 12000-14000,e 0.8-1.0,d 1.04-1.06,LED,CHINA,c 40-44,B,0.0142
Langley,Ingram,f 10000-12000,e 0.8-1.0,d 1.04-1.06,4K,LG,c 40-44,B,0
Brampton,Brampton,g 12000-14000,c 0.6-0.7,c 1.02-1.04,4K,LG,f >=57,W,0
Brampton,NL,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LCD,CHINA,c 40-44,B,0.0143
Brampton,ON,g 12000-14000,c 0.6-0.7,c 1.02-1.04,4K,LG,f >=57,W,0.0048
Brampton,ON,i 16000-18000,e 0.8-1.0,d 1.04-1.06,4K,SONY,f >=57,W,0
Indis,NS,d 6000-8000,e 0.8-1.0,g 1.10-1.12,OTHER,CHINA,a <30,B,0.0524
KNN,MB,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,e 50-56,W,0.0286
Langley,BC,h 14000-16000,d 0.7-0.8,g 1.10-1.12,LED,SAMSUNG,f >=57,W,0.0095
Indis,QC,d 6000-8000,e 0.8-1.0,i 1.14-1.16,LED,CHINA,a <30,B,0.0957
Langley,BC,c 4000-6000,g 1.5-2.0,a <1,LED,VIZIO,a <30,B,0.0383
KNN,AB,e 8000-10000,f 1.0-1.5,b 1-1.02,LED,SONY,e 50-56,B,0.0048
KNN,SK,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0.0048
Langley,Ingram,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,LG,b 30-39,B,0.0048
Langley,Langley,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0.0048
Indis,QC,i 16000-18000,d 0.7-0.8,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0242
Brampton,NB,g 12000-14000,d 0.7-0.8,f 1.08-1.10,LED,SAMSUNG,c 40-44,B,0.0049
KNN,AB,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0
KNN,KNN,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,CHINA,e 50-56,W,0
KNN,MB,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,f >=57,W,0.0195
Langley,BC,j >18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0
Brampton,ON,f 10000-12000,f 1.0-1.5,d 1.04-1.06,LED,LG,e 50-56,W,0.0343
Indis,Indis,i 16000-18000,b 0.5-0.6,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0
Indis,QC,h 14000-16000,d 0.7-0.8,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0
Brampton,ON,f 10000-12000,c 0.6-0.7,d 1.04-1.06,4K,VIZIO,e 50-56,B,0.064
Brampton,NL,g 12000-14000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.005
KNN,SK,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,e 50-56,W,0.005
Brampton,Brampton,g 12000-14000,d 0.7-0.8,a <1,4K,LG,f >=57,W,0.005
KNN,SK,c 4000-6000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,b 30-39,B,0.005
Langley,BC,c 4000-6000,f 1.0-1.5,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0.01
KNN,SK,c 4000-6000,j >4.0,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0
KNN,SK,i 16000-18000,c 0.6-0.7,c 1.02-1.04,LED,CHINA,e 50-56,B,0.015
Langley,Ingram,c 4000-6000,j >4.0,e 1.06-1.08,LED,SAMSUNG,b 30-39,B,0.005
Langley,Ingram,d 6000-8000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,c 40-44,B,0
Indis,NS,h 14000-16000,f 1.0-1.5,g 1.10-1.12,PLASMA,SAMSUNG,f >=57,W,0.0151
KNN,AB,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,SONY,f >=57,W,0
Langley,Ingram,d 6000-8000,e 0.8-1.0,e 1.06-1.08,LED,SAMSUNG,a <30,B,0.0101
Brampton,MB,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0.0355
Brampton,PE,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,CHINA,d 45-49,B,0.0102
Brampton,NB,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,SAMSUNG,b 30-39,B,0
Brampton,ON,h 14000-16000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0357
Indis,QC,d 6000-8000,f 1.0-1.5,i 1.14-1.16,LED,SAMSUNG,a <30,B,0.0153
KNN,SK,f 10000-12000,d 0.7-0.8,e 1.06-1.08,LED,LG,b 30-39,B,0
Brampton,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,SAMSUNG,d 45-49,B,0.0051
Brampton,Ingram,g 12000-14000,e 0.8-1.0,e 1.06-1.08,LED,LG,c 40-44,B,0.0051
Brampton,Brampton,e 8000-10000,e 0.8-1.0,c 1.02-1.04,4K,SONY,e 50-56,W,0
KNN,AB,f 10000-12000,h 2.0-3.0,e 1.06-1.08,LED,SONY,b 30-39,B,0.0103
Brampton,Ingram,j >18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,c 40-44,B,0.0104
Indis,NS,i 16000-18000,c 0.6-0.7,e 1.06-1.08,LED,SAMSUNG,e 50-56,W,0.0207
Brampton,NL,d 6000-8000,h 2.0-3.0,d 1.04-1.06,LED,SAMSUNG,c 40-44,B,0.0104
Indis,QC,e 8000-10000,e 0.8-1.0,d 1.04-1.06,LED,SONY,b 30-39,B,0.0104
Langley,Ingram,e 8000-10000,f 1.0-1.5,e 1.06-1.08,LED,SAMSUNG,a <30,B,0
Brampton,Ingram,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,VIZIO,e 50-56,B,0.0105
KNN,MB,h 14000-16000,e 0.8-1.0,d 1.04-1.06,LED,SONY,f >=57,W,0.0052
Langley,BC,g 12000-14000,g 1.5-2.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0838
Indis,QC,h 14000-16000,d 0.7-0.8,g 1.10-1.12,LED,SAMSUNG,f >=57,W,0.0105
Langley,Ingram,g 12000-14000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,a <30,B,0.0316
Brampton,ON,g 12000-14000,e 0.8-1.0,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0
Indis,NS,f 10000-12000,g 1.5-2.0,g 1.10-1.12,LED,CHINA,a <30,B,0
Indis,QC,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,SONY,f >=57,W,0.0106
Indis,QC,i 16000-18000,b 0.5-0.6,d 1.04-1.06,4K,SAMSUNG,e 50-56,W,0.0847
Langley,Ingram,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,LG,b 30-39,B,0
Indis,QC,c 4000-6000,f 1.0-1.5,c 1.02-1.04,4K,SAMSUNG,e 50-56,W,0
Indis,QC,j >18000,b 0.5-0.6,e 1.06-1.08,LED,SAMSUNG,e 50-56,B,0.0267
KNN,MB,g 12000-14000,c 0.6-0.7,d 1.04-1.06,LED,LG,e 50-56,W,0.016
Langley,BC,h 14000-16000,d 0.7-0.8,e 1.06-1.08,LED,LG,c 40-44,B,0
Brampton,MB,d 6000-8000,f 1.0-1.5,d 1.04-1.06,LCD,SONY,b 30-39,B,0.0054
KNN,AB,i 16000-18000,b 0.5-0.6,d 1.04-1.06,LED,VIZIO,e 50-56,B,0.0484
Langley,BC,b 2000-4000,i 3.0-4.0,d 1.04-1.06,LED,SONY,f >=57,W,0.0054
Langley,Ingram,d 6000-8000,e 0.8-1.0,g 1.10-1.12,OTHER,CHINA,a <30,B,0.0376
Indis,NS,h 14000-16000,d 0.7-0.8,d 1.04-1.06,LED,CHINA,b 30-39,B,0.027
Indis,QC,g 12000-14000,c 0.6-0.7,f 1.08-1.10,LED,CHINA,c 40-44,B,0.1135
KNN,MB,f 10000-12000,e 0.8-1.0,d 1.04-1.06,LED,VIZIO,f >=57,W,0.0378
KNN,SK,d 6000-8000,f 1.0-1.5,e 1.06-1.08,LED,CHINA,c 40-44,B,0
KNN,AB,h 14000-16000,d 0.7-0.8,c 1.02-1.04,LED,SAMSUNG,e 50-56,W,0
Langley,BC,i 16000-18000,c 0.6-0.7,d 1.04-1.06,LED,SAMSUNG,e 50-56,W,0.0054
Indis,NS,f 10000-12000,e 0.8-1.0,e 1.06-1.08,LED,LG,b 30-39,B,0.0055
Langley,Ingram,d 6000-8000,f 1.0-1.5,i 1.14-1.16,LED,SAMSUNG,a <30,B,0
Brampton,Ingram,a <2000,j >4.0,e 1.06-1.08,PLASMA,LG,c 40-44,B,0.011
Brampton,ON,g 12000-14000,d 0.7-0.8,i 1.14-1.16,4K,SONY,f >=57,W,0.033
Brampton,Ingram,g 12000-14000,d 0.7-0.8,e 1.06-1.08,LED,VIZIO,b 30-39,B,0.011
Brampton,ON,a <2000,j >4.0,c 1.02-1.04,4K,SAMSUNG,f >=57,W,0.0055
Brampton,ON,g 12000-14000,c 0.6-0.7,f 1.08-1.10,LED,CHINA,c 40-44,B,0.0387
Brampton,PE,f 10000-12000,f 1.0-1.5,f 1.08-1.10,LED,CHINA,b 30-39,B,0.011
